"Rank","Name","Tm","Vote Pts","1st Place","Share","WAR","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G.P","GS","SV","IP","H.P","HR.P","BB.P","SO","year","league","rankWAR"
25,"Luke Walker","PIT",4,0,"1%",2.9,42,46,0,6,0,5,0,3,0.13,0.184,0.13,0.314,15,6,3.04,1.337,42,19,3,163,129,6,89,124,1970,"NL",23
27,"Carl Morton","MON",3,0,"1%",4.2,43,93,6,15,2,7,0,6,0.161,0.208,0.247,0.455,18,11,3.6,1.426,43,37,0,284.2,281,27,125,154,1970,"NL",19
27,"Bob Robertson","PIT",3,0,"1%",4.2,117,390,69,112,27,82,4,51,0.287,0.367,0.564,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"NL",19
29,"Tom Seaver","NYM",2,0,"1%",6.4,42,95,9,17,1,10,0,10,0.179,0.257,0.242,0.499,18,12,2.82,1.077,37,36,0,290.2,230,21,83,283,1970,"NL",8
30,"Wayne Granger","CIN",1,0,"0%",1.7,67,10,0,1,0,0,0,0,0.1,0.1,0.1,0.2,6,5,2.66,1.252,67,0,35,84.2,79,5,27,38,1970,"NL",28
1,"Joe Torre","STL",318,21,"95%",5.9,161,634,97,230,24,137,4,63,0.363,0.421,0.555,0.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",9
2,"Willie Stargell","PIT",222,3,"66%",7.9,141,511,104,151,48,125,0,83,0.295,0.398,0.628,1.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",3
3,"Hank Aaron","ATL",180,0,"54%",7.2,139,495,95,162,47,118,1,71,0.327,0.41,0.669,1.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",5
4,"Bobby Bonds","SFG",139,0,"41%",6.7,155,619,110,178,33,102,26,62,0.288,0.355,0.512,0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",7
5,"Roberto Clemente","PIT",87,0,"26%",7.2,132,522,82,178,13,86,1,26,0.341,0.37,0.502,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",5
6,"Maury Wills","LAD",74,0,"22%",2.5,149,601,73,169,3,44,15,40,0.281,0.323,0.329,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",24
7,"Fergie Jenkins","CHC",71,0,"21%",11.9,39,115,13,28,6,20,0,7,0.243,0.282,0.478,0.761,24,13,2.77,1.049,39,39,0,325,304,29,37,263,1971,"NL",1
8,"Manny Sanguillen","PIT",49,0,"15%",5,138,533,60,170,7,81,6,19,0.319,0.345,0.426,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",15
9,"Tom Seaver","NYM",46,0,"14%",10.9,39,92,8,18,1,7,0,6,0.196,0.245,0.261,0.506,20,10,1.76,0.946,36,35,0,286.1,210,18,61,289,1971,"NL",2
10,"Al Downing","LAD",36,0,"11%",3.8,37,92,4,16,0,10,0,6,0.174,0.224,0.196,0.42,20,9,2.68,1.254,37,36,0,262.1,245,16,84,136,1971,"NL",19
11,"Glenn Beckert","CHC",35,0,"10%",3.3,131,530,80,181,2,42,3,24,0.342,0.367,0.406,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",21
12,"Lee May","CIN",28,0,"8%",5.4,147,553,85,154,39,98,3,42,0.278,0.332,0.532,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",11
13,"Lou Brock","STL",20,0,"6%",3.6,157,640,126,200,7,61,64,76,0.313,0.385,0.425,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",20
14,"Dave Giusti","PIT",16,0,"5%",0.9,58,17,1,1,0,2,0,1,0.059,0.111,0.059,0.17,5,6,2.93,1.279,58,0,30,86,79,5,31,55,1971,"NL",25
15,"Willie McCovey","SFG",15,0,"4%",2.6,105,329,45,91,18,70,0,64,0.277,0.396,0.48,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",23
16,"Willie Davis","LAD",13,0,"4%",5.2,158,641,84,198,10,74,20,23,0.309,0.33,0.438,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",12
16,"Ted Simmons","STL",13,0,"4%",3.3,133,510,64,155,7,77,1,36,0.304,0.347,0.424,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",21
18,"Jerry Johnson","SFG",12,0,"4%",0.8,67,13,1,2,0,1,0,0,0.154,0.143,0.231,0.374,12,9,2.97,1.294,67,0,18,109,93,9,48,85,1971,"NL",26
19,"Willie Mays","SFG",11,0,"3%",6.3,136,417,82,113,18,61,23,112,0.271,0.425,0.482,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",8
19,"Rusty Staub","MON",11,0,"3%",5.9,162,599,94,186,19,97,9,74,0.311,0.392,0.482,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",9
21,"Billy Williams","CHC",10,0,"3%",4.3,157,594,86,179,28,93,7,77,0.301,0.383,0.505,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",18
22,"Bud Harrelson","NYM",4,0,"1%",4.6,142,547,55,138,0,32,28,53,0.252,0.319,0.303,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",17
23,"Bob Gibson","STL",3,0,"1%",5,31,87,5,15,2,10,1,3,0.172,0.204,0.264,0.469,16,13,3.04,1.185,31,31,0,245.2,215,14,76,185,1971,"NL",15
24,"Ralph Garr","ATL",1,0,"0%",5.2,154,639,101,219,9,44,30,30,0.343,0.372,0.441,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",12
24,"Dave Roberts","SDP",1,0,"0%",7.7,38,86,2,19,0,2,0,0,0.221,0.221,0.244,0.465,14,17,2.1,1.109,37,34,0,269.2,238,9,61,135,1971,"NL",4
24,"Pete Rose","CIN",1,0,"0%",5.1,160,632,86,192,13,44,13,68,0.304,0.373,0.421,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"NL",14
1,"Johnny Bench","CIN",263,11,"78%",8.6,147,538,87,145,40,125,6,100,0.27,0.379,0.541,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",3
2,"Billy Williams","CHC",211,5,"63%",6.1,150,574,95,191,37,122,3,62,0.333,0.398,0.606,1.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",5
3,"Willie Stargell","PIT",201,2,"60%",3.9,138,495,74,145,33,112,1,65,0.293,0.373,0.558,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",18
4,"Joe Morgan","CIN",197,5,"59%",9.3,149,552,122,161,16,73,58,115,0.292,0.417,0.435,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",2
5,"Steve Carlton","PHI",124,1,"37%",12.5,41,117,6,23,1,8,0,5,0.197,0.236,0.265,0.501,27,10,1.97,0.993,41,41,0,346.1,257,17,87,310,1972,"NL",1
6,"Cesar Cedeno","HOU",112,0,"33%",8,139,559,103,179,22,82,55,56,0.32,0.385,0.537,0.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",4
7,"Al Oliver","PIT",52,0,"15%",3.1,140,565,88,176,12,89,2,34,0.312,0.352,0.437,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",21
8,"Nate Colbert","SDP",45,0,"13%",5.4,151,563,87,141,38,111,15,70,0.25,0.333,0.508,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",10
9,"Lee May","HOU",30,0,"9%",2.8,148,592,87,168,29,98,3,52,0.284,0.343,0.49,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",22
10,"Mike Marshall","MON",22,0,"7%",4,65,22,0,3,0,2,0,2,0.136,0.208,0.182,0.39,14,8,1.78,1.112,65,0,18,116,82,3,47,95,1972,"NL",17
10,"Ted Simmons","STL",22,0,"7%",4.5,152,594,70,180,16,96,1,29,0.303,0.336,0.465,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",14
12,"Pete Rose","CIN",19,0,"6%",6.1,154,645,107,198,6,57,10,73,0.307,0.382,0.417,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",5
13,"Clay Carroll","CIN",16,0,"5%",1.5,65,11,2,2,0,1,0,0,0.182,0.182,0.182,0.364,6,4,2.25,1.26,65,0,37,96,89,5,32,51,1972,"NL",28
13,"Roberto Clemente","PIT",16,0,"5%",4.8,102,378,68,118,10,60,0,29,0.312,0.356,0.479,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",13
15,"Lou Brock","STL",13,0,"4%",1.7,153,621,81,193,3,42,63,47,0.311,0.359,0.393,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",25
16,"Hank Aaron","ATL",12,0,"4%",3.9,129,449,75,119,34,77,4,92,0.265,0.39,0.514,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",18
16,"Manny Sanguillen","PIT",12,0,"4%",3.4,136,520,55,155,7,71,1,21,0.298,0.322,0.404,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",20
18,"Steve Blass","PIT",9,0,"3%",4.3,35,82,8,15,0,3,0,2,0.183,0.202,0.207,0.41,19,8,2.49,1.246,33,32,0,249.2,227,18,84,117,1972,"NL",15
19,"Ralph Garr","ATL",7,0,"2%",1.8,134,554,87,180,12,53,25,25,0.325,0.359,0.43,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",24
20,"Gene Clines","PIT",6,0,"2%",1.5,107,311,52,104,0,17,12,16,0.334,0.369,0.421,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",28
20,"Bobby Tolan","CIN",6,0,"2%",4.9,149,604,88,171,8,82,42,44,0.283,0.334,0.386,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",12
22,"Dusty Baker","ATL",5,0,"1%",5.2,127,446,62,143,17,76,4,45,0.321,0.383,0.504,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",11
23,"Manny Mota","LAD",4,0,"1%",2.7,118,371,57,120,5,48,4,27,0.323,0.375,0.434,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",23
24,"Dave Kingman","SFG",3,0,"1%",1.6,135,472,65,106,29,83,16,51,0.225,0.303,0.462,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",27
25,"Tug McGraw","NYM",2,0,"1%",4.2,54,20,1,2,0,0,0,2,0.1,0.182,0.1,0.282,8,6,1.7,1.047,54,0,27,106,71,3,40,92,1972,"NL",16
25,"Tom Seaver","NYM",2,0,"1%",5.6,36,89,5,13,3,4,0,5,0.146,0.191,0.303,0.495,21,12,2.92,1.115,35,35,0,262,215,23,77,249,1972,"NL",9
25,"Rusty Staub","NYM",2,0,"1%",0.7,66,239,32,70,9,38,0,31,0.293,0.372,0.452,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",30
28,"Jose Cardenal","CHC",1,0,"0%",1.7,143,533,96,155,17,70,25,55,0.291,0.356,0.454,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",25
28,"Fergie Jenkins","CHC",1,0,"0%",5.9,36,109,8,20,1,8,0,5,0.183,0.219,0.239,0.458,20,12,3.2,1.089,36,36,0,289.1,253,32,62,184,1972,"NL",8
28,"Chris Speier","SFG",1,0,"0%",6,150,562,74,151,15,71,9,82,0.269,0.361,0.4,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,"NL",7
1,"Pete Rose","CIN",274,12,"82%",8.2,160,680,115,230,5,64,10,65,0.338,0.401,0.437,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",4
2,"Willie Stargell","PIT",250,10,"74%",7.2,148,522,106,156,44,119,0,80,0.299,0.392,0.646,1.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",7
3,"Bobby Bonds","SFG",174,1,"52%",7.8,160,643,131,182,39,96,43,87,0.283,0.37,0.53,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",5
4,"Joe Morgan","CIN",102,1,"30%",9.2,157,576,116,167,26,82,67,111,0.29,0.406,0.493,0.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",2
5,"Mike Marshall","MON",93,0,"28%",3.4,92,33,1,8,0,3,0,2,0.242,0.286,0.242,0.528,14,11,2.66,1.33,92,0,31,179,163,10,75,124,1973,"NL",19
6,"Lou Brock","STL",65,0,"19%",2.1,160,650,110,193,7,63,70,71,0.297,0.364,0.398,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",26
7,"Tony Perez","CIN",59,0,"18%",5.3,151,564,73,177,27,101,3,74,0.314,0.393,0.527,0.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",10
8,"Tom Seaver","NYM",57,0,"17%",11,39,93,9,15,1,5,1,7,0.161,0.22,0.237,0.457,19,10,2.08,0.976,36,36,0,290,219,23,64,251,1973,"NL",1
9,"Ken Singleton","MON",52,0,"15%",5.7,162,560,100,169,23,103,2,123,0.302,0.425,0.479,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",8
10,"Johnny Bench","CIN",41,0,"12%",4.7,152,557,83,141,25,104,4,83,0.253,0.345,0.429,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",12
11,"Cesar Cedeno","HOU",39,0,"12%",7.3,139,525,86,168,25,70,56,41,0.32,0.376,0.537,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",6
12,"Hank Aaron","ATL",35,0,"10%",4.7,120,392,84,118,40,96,1,68,0.301,0.402,0.643,1.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",12
13,"Davey Johnson","ATL",34,0,"10%",4.4,157,559,84,151,43,99,5,81,0.27,0.37,0.546,0.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",16
14,"Ted Simmons","STL",20,0,"6%",5.5,161,619,62,192,13,91,2,61,0.31,0.37,0.438,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",9
15,"Tug McGraw","NYM",17,0,"5%",0.7,60,24,0,4,0,2,0,2,0.167,0.259,0.167,0.426,5,6,3.87,1.357,60,2,25,118.2,106,11,55,81,1973,"NL",32
16,"Willie Davis","LAD",12,0,"4%",4.2,152,599,82,171,16,77,17,29,0.285,0.32,0.444,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",17
16,"Felix Millan","NYM",12,0,"4%",3.2,153,638,82,185,3,37,2,35,0.29,0.332,0.353,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",20
18,"Darrell Evans","ATL",11,0,"3%",9,161,595,114,167,41,104,6,124,0.281,0.403,0.556,0.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",3
19,"Lee May","HOU",9,0,"3%",1.5,148,545,65,147,28,105,1,34,0.27,0.31,0.479,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",30
20,"Tito Fuentes","SFG",8,0,"2%",2.6,160,656,78,182,6,63,12,45,0.277,0.328,0.358,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",22
21,"Joe Ferguson","LAD",7,0,"2%",5,136,487,84,128,25,88,1,87,0.263,0.369,0.47,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",11
21,"Bob Watson","HOU",7,0,"2%",4.6,158,573,97,179,16,94,1,85,0.312,0.403,0.449,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",15
23,"Jack Billingham","CIN",6,0,"2%",2.4,40,93,2,6,0,4,0,3,0.065,0.094,0.097,0.191,19,10,3.04,1.2,40,40,0,293.1,257,20,95,155,1973,"NL",24
23,"Jose Cardenal","CHC",6,0,"2%",1.9,145,522,80,158,11,68,19,58,0.303,0.375,0.437,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",28
23,"Al Oliver","PIT",6,0,"2%",1.3,158,654,90,191,20,99,6,22,0.292,0.316,0.463,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",31
26,"Ron Bryant","SFG",5,0,"1%",3.5,42,95,11,16,0,7,0,9,0.168,0.24,0.179,0.419,24,12,3.53,1.315,41,39,0,270,240,23,115,143,1973,"NL",18
26,"Ron Hunt","MON",5,0,"1%",2.5,113,401,61,124,0,18,10,52,0.309,0.418,0.344,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",23
28,"Garry Maddox","SFG",3,0,"1%",4.7,144,587,81,187,11,76,24,24,0.319,0.35,0.46,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",12
29,"Bud Harrelson","NYM",2,0,"1%",2.4,106,356,35,92,0,20,5,48,0.258,0.348,0.309,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",24
29,"Greg Luzinski","PHI",2,0,"1%",2.1,161,610,76,174,29,97,3,51,0.285,0.346,0.484,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",26
29,"Billy Williams","CHC",2,0,"1%",1.8,156,576,72,166,20,86,4,76,0.288,0.369,0.438,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",29
32,"Bill Russell","LAD",1,0,"0%",2.8,162,615,55,163,4,56,15,34,0.265,0.301,0.337,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,"NL",21
1,"Steve Garvey","LAD",270,13,"80%",4.4,156,642,95,200,21,111,5,31,0.312,0.342,0.469,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",17
2,"Lou Brock","STL",233,8,"69%",3.5,153,635,105,194,3,48,118,61,0.306,0.368,0.381,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",21
3,"Mike Marshall","LAD",146,1,"43%",3.2,106,34,2,8,0,2,0,0,0.235,0.235,0.235,0.471,15,12,2.42,1.186,106,0,21,208.1,191,9,56,143,1974,"NL",22
4,"Johnny Bench","CIN",141,0,"42%",7.8,160,621,108,174,33,129,5,80,0.28,0.363,0.507,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",3
5,"Jim Wynn","LAD",137,0,"41%",7.7,150,535,104,145,32,108,18,108,0.271,0.387,0.497,0.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",4
6,"Mike Schmidt","PHI",136,0,"40%",9.7,162,568,108,160,36,116,23,106,0.282,0.395,0.546,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",1
7,"Al Oliver","PIT",87,0,"26%",4.7,147,617,96,198,11,85,10,33,0.321,0.358,0.475,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",15
8,"Joe Morgan","CIN",72,0,"21%",8.6,149,512,107,150,22,67,58,120,0.293,0.427,0.494,0.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",2
9,"Richie Zisk","PIT",54,0,"16%",5.2,149,536,75,168,17,100,1,65,0.313,0.386,0.476,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",11
10,"Willie Stargell","PIT",43,0,"13%",5.3,140,508,90,153,25,96,0,87,0.301,0.407,0.537,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",9
11,"Reggie Smith","STL",39,0,"12%",5.5,143,517,79,160,23,100,4,71,0.309,0.389,0.528,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",7
12,"Ralph Garr","ATL",11,0,"3%",5,143,606,87,214,11,54,26,28,0.353,0.383,0.503,0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",13
13,"Ted Simmons","STL",7,0,"2%",3.6,152,599,66,163,20,103,0,47,0.272,0.327,0.447,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",20
14,"Dave Cash","PHI",6,0,"2%",4.5,162,687,89,206,2,58,20,46,0.3,0.351,0.378,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",16
15,"Dave Concepcion","CIN",5,0,"1%",5.5,160,594,70,167,14,82,41,44,0.281,0.335,0.397,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",7
16,"Jack Billingham","CIN",4,0,"1%",-0.8,36,67,0,5,0,1,0,1,0.075,0.088,0.075,0.163,19,11,3.94,1.399,36,35,0,212.1,233,16,64,103,1974,"NL",26
16,"Cesar Cedeno","HOU",4,0,"1%",5.8,160,610,95,164,26,102,57,64,0.269,0.338,0.461,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",6
16,"Al Hrabosky","STL",4,0,"1%",1.2,66,13,2,4,0,2,0,0,0.308,0.308,0.462,0.769,8,1,2.95,1.234,65,0,9,88.1,71,3,38,82,1974,"NL",25
16,"Andy Messersmith","LAD",4,0,"1%",6.6,39,96,12,23,1,11,0,11,0.24,0.312,0.354,0.666,20,6,2.59,1.098,39,39,0,292.1,227,24,94,221,1974,"NL",5
20,"Buzz Capra","ATL",3,0,"1%",5.3,39,67,4,11,0,1,0,8,0.164,0.253,0.164,0.418,16,8,2.28,1.138,39,27,1,217,163,13,84,137,1974,"NL",9
21,"Richie Hebner","PIT",2,0,"1%",3.7,146,550,97,160,18,68,0,60,0.291,0.363,0.449,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",19
21,"Bake McBride","STL",2,0,"1%",4.3,150,559,81,173,6,56,30,43,0.309,0.369,0.394,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",18
21,"Lynn McGlothen","STL",2,0,"1%",5.1,31,83,3,15,0,4,0,2,0.181,0.2,0.193,0.393,16,12,2.69,1.268,31,31,0,237.1,212,12,89,142,1974,"NL",12
21,"Rennie Stennett","PIT",2,0,"1%",3,157,673,84,196,7,56,8,32,0.291,0.322,0.374,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",23
25,"Bill Buckner","LAD",1,0,"0%",3,145,580,83,182,7,58,31,30,0.314,0.351,0.412,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",23
25,"Ron Cey","LAD",1,0,"0%",4.8,159,577,88,151,18,97,1,76,0.262,0.349,0.397,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,"NL",14
1,"Joe Morgan","CIN",321,21,"96%",10.9,146,498,107,163,17,94,67,132,0.327,0.466,0.508,0.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",1
2,"Greg Luzinski","PHI",154,0,"46%",3.2,161,596,85,179,34,120,3,89,0.3,0.394,0.54,0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",18
3,"Dave Parker","PIT",120,0,"36%",6.3,148,558,75,172,25,101,8,38,0.308,0.357,0.541,0.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",8
4,"Johnny Bench","CIN",117,0,"35%",6.6,142,530,83,150,28,110,11,65,0.283,0.359,0.519,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",7
5,"Pete Rose","CIN",114,2,"34%",4.1,162,662,112,210,7,74,0,89,0.317,0.406,0.432,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",15
6,"Ted Simmons","STL",103,0,"31%",4.9,157,581,80,193,18,100,1,63,0.332,0.396,0.491,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",12
7,"Willie Stargell","PIT",69,0,"21%",3.6,124,461,71,136,22,90,0,58,0.295,0.375,0.516,0.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",17
8,"Al Hrabosky","STL",66,0,"20%",4.1,65,15,2,3,0,4,0,2,0.2,0.294,0.2,0.494,13,3,1.66,1.079,65,0,22,97.1,72,3,33,82,1975,"NL",15
9,"Tom Seaver","NYM",65,0,"19%",8.2,37,95,7,17,0,5,0,8,0.179,0.25,0.189,0.439,22,9,2.38,1.088,36,36,0,280.1,217,11,88,243,1975,"NL",2
10,"Randy Jones","SDP",54,0,"16%",7.6,40,83,7,11,0,4,0,5,0.133,0.182,0.157,0.338,20,12,2.24,1.046,37,36,0,285,242,17,56,103,1975,"NL",4
11,"Steve Garvey","LAD",50,0,"15%",5.1,160,659,85,210,18,95,11,33,0.319,0.351,0.476,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",10
12,"Bill Madlock","CHC",45,0,"13%",4.9,130,514,77,182,7,64,9,42,0.354,0.402,0.479,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",12
13,"Dave Cash","PHI",26,0,"8%",5,162,699,111,213,4,57,13,56,0.305,0.356,0.388,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",11
14,"Rusty Staub","NYM",20,0,"6%",2.9,155,574,93,162,19,105,2,77,0.282,0.371,0.448,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",21
15,"Tony Perez","CIN",18,0,"5%",3.1,137,511,74,144,20,109,1,54,0.282,0.35,0.466,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",20
16,"Manny Sanguillen","PIT",16,0,"5%",4.6,133,481,60,158,9,58,5,48,0.328,0.391,0.451,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",14
16,"Mike Schmidt","PHI",16,0,"5%",7.7,158,562,93,140,38,95,29,101,0.249,0.367,0.523,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"NL",3
